Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Descripción del proyecto;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible;Re. Pte. Util.;C. Autorizado;C. Dispuesto;Obl. Reconoc.;C. Ordenado;Pagos Real
;;001;085;32102;62599;2014/000103;2014/070103;EQUIPAMIENTO ESCUELA INFANTIL EL CASERÍO, C/ Mª TERESA DE ROBLEDO, 3;213;PUENTE DE VALLECAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;3.507,40;3.507,40;0,00;1,50;3.505,90;3.505,90;3.505,90;0,00;3.340,76
;;001;085;32102;62599;2014/000103;2014/080103;EQUIPAMIENTO ESCUELA INFANTIL EL ROCÍO, CRTA. CARABANCHEL A VILLAVERDE, 107;217;VILLAVERDE;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;1.795,36;1.795,36;0,00;1,12;1.794,24;1.794,24;1.794,24;0,00;1.670,38
;;001;085;32102;62599;2014/000103;2014/090103;EQUIPAMIENTO ESCUELA INFANTIL LA GRAN VÍA, C/ SILVANO, 99;216;HORTALEZA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;1.837,02;1.837,02;0,00;1,50;1.835,52;1.835,52;1.835,52;0,00;1.670,38
;;001;085;32102;62599;2014/000103;2014/100103;EQUIPAMIENTO ESCUELA INFANTIL LA PATRIA CHICA, C/ PATRIMONIO DE LA HUMANIDAD, 31;211;CARABANCHEL;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;1.837,02;1.837,02;0,00;1,50;1.835,52;1.835,52;1.835,52;0,00;1.670,38
;;001;085;32102;62599;2014/000103;2014/110103;EQUIPAMIENTO ESCUELA INFANTIL MOLINOS DE VIENTO, Cº FUENTE DE ARRIBA, 2;219;VICALVARO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;1.837,02;1.837,02;0,00;1,50;1.835,52;1.835,52;1.835,52;0,00;1.670,38
;;001;085;32102;62599;2014/000103;2014/120103;EQUIPAMIENTO ESCUELA INFANTIL LA DEL MANOJO DE ROSAS, C/ RÁVENA, 12;220;SAN BLAS-CANILLEJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;166,64;166,64;0,00;1,50;165,14;165,14;165,14;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/130103;EQUIPAMIENTO ESCUELA INFANTIL EL SOL;205;CHAMARTIN;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;1.700,38;1.700,38;0,00;1,12;1.699,26;1.699,26;1.699,26;0,00;1.575,40
;;001;085;32102;62599;2014/000103;2014/140103;EQUIPAMIENTO ESCUELA INFANTIL EL DUENDE, PZA. DOS DE MAYO, 2;201;CENTRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;7.059,79;7.059,79;0,00;1.304,58;5.755,21;5.755,21;5.755,21;0,00;998,89
;;001;085;32102;62599;2014/000103;2014/150103;EQUIPAMIENTO ESCUELA INFANTIL LOS JUNCOS;219;VICALVARO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;7.810,48;7.810,48;0,00;1.757,03;6.053,45;6.053,45;2.855,60;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/160103;EQUIPAMIENTO ESCUELA INFANTIL LAS NUBES;203;RETIRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;6.514,07;6.514,07;0,00;844,93;5.669,14;5.669,14;1.934,81;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/170103;EQUIPAMIENTO ESCUELA INFANTIL LA CORNISA;212;USERA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;6.733,28;6.733,28;0,00;750,21;5.983,07;5.983,07;2.728,96;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/180103;EQUIPAMIENTO ESCUELA INFANTIL LA COLINA;221;BARAJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;5.725,42;5.725,42;0,00;802,35;4.923,07;4.923,07;1.532,50;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/190103;EQUIPAMIENTO ESCUELA INFANTIL EL BOSQUE;202;ARGANZUELA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;8.820,24;8.820,24;0,00;2.108,48;6.711,76;6.711,76;4.366,21;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/200103;EQUIPAMIENTO ESCUELA INFANTIL EL ALBA;202;ARGANZUELA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;3.896,66;3.896,66;0,00;0,00;3.896,66;3.896,66;0,00;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/210103;EQUIPAMIENTO ESCUELA INFANTIL AGUA DULCE;206;TETUAN;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;8.579,34;8.579,34;0,00;2.527,29;6.052,05;6.052,05;6.052,05;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/220103;EQUIPAMIENTO ESCUELA INFANTIL ALTAIR;210;LATINA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;10.742,19;10.742,19;0,00;3.167,50;7.574,69;7.574,69;7.574,69;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/230103;EQUIPAMIENTO ESCUELA INFANTIL AMANECER;219;VICALVARO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;675,92;675,92;0,00;264,12;411,80;411,80;411,80;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/240103;EQUIPAMIENTO ESCUELA INFANTIL CAMPANILLA;206;TETUAN;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;754,56;754,56;0,00;216,45;538,11;538,11;538,11;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/250103;EQUIPAMIENTO ESCUELA INFANTIL CIELO AZUL;219;VICALVARO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;4.802,19;4.802,19;0,00;913,07;3.889,12;3.889,12;3.889,12;0,00;1.787,93
;;001;085;32102;62599;2014/000103;2014/260103;EQUIPAMIENTO ESCUELA INFANTIL DOÑA FRANCISQUITA;216;HORTALEZA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;166,64;166,64;0,00;1,50;165,14;165,14;165,14;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/270103;EQUIPAMIENTO ESCUELA INFANTIL EL BARBERILLO DE LAVAPIES;202;ARGANZUELA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;124,98;124,98;0,00;1,12;123,86;123,86;123,86;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/280103;EQUIPAMIENTO ESCUELA INFANTIL EL BATEO;221;BARAJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;166,64;166,64;0,00;1,50;165,14;165,14;165,14;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/290103;EQUIPAMIENTO ESCUELA INFANTIL EL LIRÓN;214;MORATALAZ;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;17.693,14;17.693,14;0,00;6.474,87;11.218,27;11.218,27;11.218,27;0,00;997,04
;;001;085;32102;62599;2014/000103;2014/300103;EQUIPAMIENTO ESCUELA INFANTIL EL MANANTIAL;210;LATINA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;4.512,86;4.512,86;0,00;1.657,26;2.855,60;2.855,60;2.855,60;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/310103;EQUIPAMIENTO ESCUELA INFANTIL EL OLIVAR;201;CENTRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;41,66;41,66;0,00;0,37;41,29;41,29;41,29;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/320103;EQUIPAMIENTO ESCUELA INFANTIL FERNANDO EL CATÓLICO;207;CHAMBERI;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;376,43;376,43;0,00;182,54;193,89;193,89;193,89;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/330103;EQUIPAMIENTO ESCUELA INFANTIL GIGANTES Y CABEZUDOS;215;CIUDAD LINEAL;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;166,64;166,64;0,00;1,50;165,14;165,14;165,14;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/340103;EQUIPAMIENTO ESCUELA INFANTIL HIEDRA;220;SAN BLAS-CANILLEJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;23.466,19;23.466,19;0,00;8.308,02;15.158,17;15.158,17;15.158,17;0,00;1.948,58
;;001;085;32102;62599;2014/000103;2014/350103;EQUIPAMIENTO ESCUELA INFANTIL LA CARACOLA;208;FUENCARRAL-EL PARDO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;12.534,32;12.534,32;0,00;4.745,50;7.788,82;7.788,82;7.788,82;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/360103;EQUIPAMIENTO ESCUELA INFANTIL LA CHULAPONA;221;BARAJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;862,36;862,36;0,00;280,98;581,38;581,38;581,38;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/370103;EQUIPAMIENTO ESCUELA INFANTIL LA LUNA;217;VILLAVERDE;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;83,32;83,32;0,00;0,75;82,57;82,57;82,57;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/380103;EQUIPAMIENTO ESCUELA INFANTIL LA OLIVA;212;USERA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;2.779,74;2.779,74;0,00;844,93;1.934,81;1.934,81;1.934,81;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/390103;EQUIPAMIENTO ESCUELA INFANTIL LA ROSA DEL AZAFRÁN;208;FUENCARRAL-EL PARDO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;124,98;124,98;0,00;1,12;123,86;123,86;123,86;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/400103;EQUIPAMIENTO ESCUELA INFANTIL LAS VIÑAS;209;MONCLOA-ARAVACA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;2.959,16;2.959,16;0,00;686,79;2.272,37;2.272,37;2.272,37;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/410103;EQUIPAMIENTO ESCUELA INFANTIL LAS AMAPOLAS;211;CARABANCHEL;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;2.400,19;2.400,19;0,00;702,60;1.697,59;1.697,59;1.697,59;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/420103;EQUIPAMIENTO ESCUELA INFANTIL LAS AZALEAS;215;CIUDAD LINEAL;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;2.076,21;2.076,21;0,00;640,52;1.435,69;1.435,69;1.435,69;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/430103;EQUIPAMIENTO ESCUELA INFANTIL LAS LEANDRAS;220;SAN BLAS-CANILLEJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;937,75;937,75;0,00;259,57;678,18;678,18;678,18;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/440103;EQUIPAMIENTO ESCUELA INFANTIL LAS MERCEDES;220;SAN BLAS-CANILLEJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;10.857,13;10.857,13;0,00;1.631,52;9.225,61;9.225,61;9.225,61;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/450103;EQUIPAMIENTO ESCUELA INFANTIL LOS GAVILANES;206;TETUAN;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;124,98;124,98;0,00;1,12;123,86;123,86;123,86;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/460103;EQUIPAMIENTO ESCUELA INFANTIL LOS PINOS;217;VILLAVERDE;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;20.189,82;20.189,82;0,00;7.251,73;12.938,09;12.938,09;12.938,09;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/470103;EQUIPAMIENTO ESCUELA INFANTIL LUIS BELLO;205;CHAMARTIN;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;2.896,40;2.896,40;0,00;1.057,20;1.839,20;1.839,20;1.839,20;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/480103;EQUIPAMIENTO ESCUELA INFANTIL RUIZ JIMÉNEZ;204;SALAMANCA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;7.636,64;7.636,64;0,00;2.275,13;5.361,51;5.361,51;5.361,51;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/490103;EQUIPAMIENTO ESCUELA INFANTIL VEO VEO;215;CIUDAD LINEAL;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;504,60;504,60;0,00;214,20;290,40;290,40;290,40;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/500103;EQUIPAMIENTO ESCUELA INFANTIL LA VERBENA DE LA PALOMA, C/FUENTE DE NAVIDAD, 17;210;LATINA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;166,64;166,64;0,00;1,50;165,14;165,14;165,14;0,00;0,00
;;001;085;32102;62599;2014/000103;2014/510103;EQUIPAMIENTO ESCUELA INFANTIL LA DEL SOTO DEL PARRAL, C/TROMPAS, 19;210;LATINA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;166,64;166,64;0,00;1,50;165,14;165,14;165,14;0,00;0,00
;;001;085;32102;62599;2014/000212;2014/000212;EQUIPAMIENTO ESCUELA DE MÚSICA ESCUELAS PÍAS, C/ SANTA BRÍGIDA, 14;201;CENTRO;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;;;;;;;0,00;90.600,00;90.600,00;1.217,96;35.253,72;54.128,32;54.128,32;34.745,81;0,00;33.904,86
;;001;085;32102;62600;2014/000100;2014/000100;EQUIPAMIENTO ESCUELA INFANTIL ESCUELAS PÍAS, C/ SANTA BRÍGIDA, 14;201;CENTRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;2.350,00;-2.350,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;085;32102;62600;2014/000417;2014/000417;EQUIPAMIENTO ESCUELAS DE MÚSICA DE LA CIUDAD DE MADRID;998;VARIOS DISTRITOS;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;;;;;;;0,00;3,06;3,06;3,06;0,00;0,00;0,00;0,00;0,00;0,00
;;001;085;32102;62600;2014/000417;2014/010417;EQUIPAMIENTO ESCUELA DE MÚSICA NICOLÁS SALMERÓN;205;CHAMARTIN;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;;;;;;;0,00;1.749,66;1.749,66;0,00;0,00;1.749,66;1.749,66;1.749,66;0,00;0,00
;;001;085;32102;62600;2014/000417;2014/020417;EQUIPAMIENTO ESCUELA DE MÚSICA MANUEL VÁZQUEZ MONTALBÁN;206;TETUAN;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;;;;;;;0,00;1.749,66;1.749,66;0,00;0,00;1.749,66;1.749,66;1.749,66;0,00;0,00
;;001;085;32102;62600;2014/000417;2014/030417;EQUIPAMIENTO ESCUELA DE MÚSICA CARMELO ALONSO BERNAOLA;208;FUENCARRAL-EL PARDO;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;;;;;;;0,00;1.749,66;1.749,66;0,00;0,00;1.749,66;1.749,66;1.749,66;0,00;0,00
;;001;085;32102;63300;2014/000103;2014/090103;EQUIPAMIENTO ESCUELA INFANTIL LA GRAN VÍA, C/ SILVANO, 99;216;HORTALEZA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;1.679,91;1.679,91;0,00;86,10;1.593,81;1.593,81;1.593,81;0,00;0,00
;;001;085;32102;63300;2014/000103;2014/120103;EQUIPAMIENTO ESCUELA INFANTIL LA DEL MANOJO DE ROSAS, C/ RÁVENA, 12;220;SAN BLAS-CANILLEJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;9.111,31;9.111,31;0,00;0,00;9.111,31;9.111,31;9.111,31;0,00;9.111,31
;;001;085;32102;63300;2014/000103;2014/140103;EQUIPAMIENTO ESCUELA INFANTIL EL DUENDE, PZA. DOS DE MAYO, 2;201;CENTRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;1.749,25;1.749,25;0,00;9,56;1.739,69;1.739,69;1.739,69;0,00;0,00
;;001;085;32102;63300;2014/000103;2014/170103;EQUIPAMIENTO ESCUELA INFANTIL LA CORNISA;212;USERA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;3.371,37;3.371,37;0,00;811,07;2.560,30;2.560,30;2.560,30;0,00;0,00
;;001;085;32102;63300;2014/000103;2014/180103;EQUIPAMIENTO ESCUELA INFANTIL LA COLINA;221;BARAJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;3.909,82;3.909,82;0,00;811,07;3.098,75;3.098,75;3.098,75;0,00;538,45
;;001;085;32102;63300;2014/000103;2014/190103;EQUIPAMIENTO ESCUELA INFANTIL EL BOSQUE;202;ARGANZUELA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;3.371,38;3.371,38;0,00;811,08;2.560,30;2.560,30;2.560,30;0,00;0,00
;;001;085;32102;63300;2014/000103;2014/200103;EQUIPAMIENTO ESCUELA INFANTIL EL ALBA;202;ARGANZUELA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;86,11;86,11;0,00;86,11;0,00;0,00;0,00;0,00;0,00
;;001;085;32102;63300;2014/000103;2014/210103;EQUIPAMIENTO ESCUELA INFANTIL AGUA DULCE;206;TETUAN;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;4.089,64;4.089,64;0,00;631,69;3.457,95;3.457,95;1.739,69;0,00;0,00
;;001;085;32102;63300;2014/000103;2014/220103;EQUIPAMIENTO ESCUELA INFANTIL ALTAIR;210;LATINA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;1.679,92;1.679,92;0,00;86,11;1.593,81;1.593,81;1.593,81;0,00;0,00
;;001;085;32102;63300;2014/000103;2014/290103;EQUIPAMIENTO ESCUELA INFANTIL EL LIRÓN;214;MORATALAZ;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;4.631,22;4.631,22;0,00;1.188,39;3.442,83;3.442,83;1.724,56;0,00;0,00
;;001;085;32102;63300;2014/000103;2014/340103;EQUIPAMIENTO ESCUELA INFANTIL HIEDRA;220;SAN BLAS-CANILLEJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;11.224,69;11.224,69;0,00;2.009,01;9.215,68;9.215,68;9.215,68;0,00;1.472,87
;;001;085;32102;63300;2014/000103;2014/350103;EQUIPAMIENTO ESCUELA INFANTIL LA CARACOLA;208;FUENCARRAL-EL PARDO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;3.371,37;3.371,37;0,00;811,07;2.560,30;2.560,30;2.560,30;0,00;0,00
;;001;085;32102;63300;2014/000103;2014/400103;EQUIPAMIENTO ESCUELA INFANTIL LAS VIÑAS;209;MONCLOA-ARAVACA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;1.749,24;1.749,24;0,00;9,55;1.739,69;1.739,69;1.739,69;0,00;0,00
;;001;085;32102;63300;2014/000103;2014/460103;EQUIPAMIENTO ESCUELA INFANTIL LOS PINOS;217;VILLAVERDE;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;5.662,19;5.662,19;0,00;1.377,33;4.284,86;4.284,86;4.284,86;0,00;0,00
;;001;085;32102;63300;2014/000297;2014/000297;EQUIPAMIENTO ESCUELA INFANTIL LA DEL MANOJO DE ROSAS;220;SAN BLAS-CANILLEJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;085;32401;63301;2014/000405;2014/000405;RESIDENCIA NUESTRA SEÑORA DE LA PALOMA, CERDEDILLA. INSTALACIONES;999;NO DISTRITALIZABLE;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;0,00;1.000,00;1.000,00;189,78;0,00;810,22;810,22;810,22;0,00;810,22
;;001;085;33701;62300;2014/000422;2014/000422;EQUIPAMIENTO CENTRO JUVENIL DE CHAMBERÍ;207;CHAMBERI;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;0,00;500,00;500,00;342,70;0,00;157,30;157,30;157,30;0,00;157,30
;;001;085;33701;62300;2014/000423;2014/000423;EQUIPAMIENTO CENTRO JUVENIL DE EL PARDO;208;FUENCARRAL-EL PARDO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;0,00;500,00;500,00;342,70;0,00;157,30;157,30;157,30;0,00;157,30
;;001;085;33701;62500;2014/000101;2014/000101;EQUIPAMIENTO CENTROS JUVENILES;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;5.000,00;-5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;085;33701;62500;2014/000101;2014/010101;EQUIPAMIENTO CENTRO JUVENIL DE TETUÁN, C/ DULCINEA, 4;206;TETUAN;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;0,00;3.967,51;3.967,51;0,00;0,00;3.967,51;3.967,51;3.967,51;0,00;3.967,51
;;001;085;33701;62599;2014/000101;2014/000101;EQUIPAMIENTO CENTROS JUVENILES;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;085;33701;62599;2014/000101;2014/020101;EQUIPAMIENTO CENTRO JUVENIL EL SITIO DE MI RECREO, C/ REAL DE ARGANDA, 39-41;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;0,00;991,60;991,60;0,00;0,00;991,60;991,60;991,60;0,00;991,60
;;001;085;33701;62901;2014/000102;2014/000102;SEÑALIZACIÓN CENTROS JUVENILES;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;1.500,00;-1.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;085;33701;62901;2014/000102;2014/010102;CENTRO JUVENIL EL SITIO DE MI RECREO, C/ REAL DE ARGANDA, 39. SEÑALIZACIÓN;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;0,00;411,40;411,40;0,00;0,00;411,40;411,40;411,40;0,00;411,40
;;001;085;33701;62901;2014/000102;2014/020102;CENTRO JUVENIL EL ALEPH, C/ ZAZUAR, 1. SEÑALIZACIÓN;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;0,00;411,40;411,40;0,00;0,00;411,40;411,40;411,40;0,00;411,40
;;001;085;33701;62901;2014/000102;2014/030102;CENTRO JUVENIL EL PARDO, AV. PADRE CIPRIANO, 11. SEÑALIZACIÓN;208;FUENCARRAL-EL PARDO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;0,00;360,58;360,58;0,00;0,00;360,58;360,58;360,58;0,00;360,58
;;001;085;33701;63200;2014/000204;2014/000204;CENTRO JUVENIL EL SITIO DE MI RECREO. MEJORA AUDITORIO;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;0,00;12.153,11;12.153,11;0,00;0,00;12.153,11;12.153,11;12.153,11;0,00;12.153,11
;;001;085;92401;62599;2014/000424;2014/000424;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DE PARTICIPACIÓN CIUDADANA Y VOLUNTARIADO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;900,00;900,00;23,96;0,00;876,04;876,04;876,04;0,00;876,04
;;001;201;32101;62599;2014/000299;2014/000299;EQUIPAMIENTO ESCUELA INFANTIL EL DUENDE;201;CENTRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;201;32101;62599;2014/000466;2014/000466;EQUIPAMIENTO ESCUELA INFANTIL EL OLIVAR;201;CENTRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;1.426,00;1.426,00;45,69;0,00;1.380,31;1.380,31;1.380,31;0,00;1.380,31
;;001;201;32101;62599;2014/000467;2014/000467;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA PALOMA;201;CENTRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;74,00;74,00;0,00;0,00;74,00;74,00;74,00;0,00;74,00
;;001;201;32101;63200;2014/000006;2014/000006;OBRAS CONSERVACIÓN COLEGIOS Y OTROS CENTROS EDUCATIVOS DISTRITO CENTRO;201;CENTRO;05;EDUCACIÓN;00;COLEGIOS;;;;;;;402.620,00;-397.704,22;4.915,78;4.915,78;0,00;0,00;0,00;0,00;0,00;0,00
;;001;201;32101;63200;2014/000006;2014/010006;COLEGIO PÚBLICO PALACIO VALDÉS, Pº DEL PRADO, 38. OBRAS DE CONSERVACIÓN;201;CENTRO;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;34.029,05;34.029,05;0,00;0,00;34.029,05;34.029,05;34.029,05;0,00;30.353,35
;;001;201;32101;63200;2014/000006;2014/020006;COLEGIO PÚBLICO ISABEL LA CATÓLICA, C/ BARCELÓ, 2. REPARACIÓN DE CUBIERTA;201;CENTRO;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;112.543,78;112.543,78;0,00;0,00;112.543,78;112.543,78;112.543,78;0,00;112.543,78
;;001;201;32101;63200;2014/000006;2014/030006;COLEGIO PÚBLICO NUESTRA SEÑORA DE LA PALOMA. OBRAS DE CONSERVACIÓN;201;CENTRO;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;17.075,08;17.075,08;0,00;0,00;17.075,08;17.075,08;17.075,08;0,00;17.075,08
