Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Descripción proyecto de inversión;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto;Obl. Reconoc. ;C. Ordenado ;Pagos Real;
;;001;097;17102;61000;2017/000918;2017/070918; ACONDICIONAMIENTO PARCELAS PARA HUERTOS URBANOS DISTRITO MORATALAZ;214;MORATALAZ;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;6708,36;6708,36;0,00;0,00;6708,36;6708,36;6708,36;0,00;6708,36;
;;001;097;17102;61000;2017/000918;2017/080918; ACONDICIONAMIENTO PARCELAS PARA HUERTOS URBANOS DISTRITO HORTALEZA;216;HORTALEZA;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;6469,74;6469,74;0,00;0,00;6469,74;6469,74;6323,02;0,00;6323,02;
;;001;097;17102;61000;2017/000918;2017/090918; ACONDICIONAMIENTO PARCELAS PARA HUERTOS URBANOS DISTRITO VILLAVERDE;217;VILLAVERDE;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;6657,40;6657,40;0,00;0,00;6657,40;6657,40;6516,91;0,00;6516,91;
;;001;097;17102;61000;2017/000918;2017/100918; ACONDICIONAMIENTO PARCELAS PARA HUERTOS URBANOS DISTRITO VILLA DE VALLECAS;218;VILLA DE VALLECAS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;14149,48;14149,48;0,00;0,00;14149,48;14149,48;14134,54;0,00;14134,54;
;;001;097;17102;61000;2017/000918;2017/110918; ACONDICIONAMIENTO PARCELAS PARA HUERTOS URBANOS DISTRITO SAN BLAS-CANILLEJAS;220;SAN BLAS-CANILLEJAS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;26931,02;26931,02;0,00;0,00;26931,02;26931,02;26931,00;0,00;26931,00;
;;001;097;17102;61000;2018/001276;2018/001276; ACONDICIONAMIENTO PARCELAS PARA HUERTOS URBANOS EN DIVERSOS DISTRITOS DE MADRID;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;0,10;0,10;0,10;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;097;17102;61000;2018/001276;2018/011276; ACONDICIONAMIENTO DE PARCELA PARA HUERTO HURBANO EN PARQUE DE LAS CRUCES;210;LATINA;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;2267,24;2267,24;0,00;0,00;2267,24;2267,24;2267,24;0,00;0,00;
;;001;097;17102;61000;2018/001276;2018/021276; ACONDICIONAMIENTO DE PARCELA PARA HUERTO URBANO EN AV. SANTA CATALINA;213;PUENTE DE VALLECAS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;2267,23;2267,23;0,00;0,00;2267,23;2267,23;2267,23;0,00;0,00;
;;001;097;17102;61000;2018/001276;2018/031276; ACONDICIONAMIENTO DE PARCELA PARA HUERTO URBANO EN C/ SIERRA DEL VALLE;213;PUENTE DE VALLECAS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;2267,23;2267,23;0,00;0,00;2267,23;2267,23;2267,23;0,00;0,00;
;;001;097;17102;61000;2018/001276;2018/041276; ACONDICIONAMIENTO PARCELA HUERTO HURBANO CENTRO REHABILITACIÓN LABORAL VILLAVERDE;217;VILLAVERDE;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;2267,24;2267,24;0,00;0,00;2267,24;2267,24;2267,24;0,00;0,00;
;;001;097;17102;61000;2018/001276;2018/051276; ACONDICIONAMIENTO DE PARCELA PARA HUERTO URBANO EN PARQUE DE PEÑUELAS;202;ARGANZUELA;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;2267,24;2267,24;0,00;0,00;2267,24;2267,24;2267,24;0,00;0,00;
;;001;097;17102;61000;2018/001276;2018/061276; ACONDICIONAMIENTO DE PARCELA PARA HUERTO URBANO EN VALDEZARZA;209;MONCLOA-ARAVACA;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;2267,24;2267,24;0,00;0,00;2267,24;2267,24;2267,24;0,00;0,00;
;;001;097;17102;61000;2018/001276;2018/071276; ACONDICIONAMIENTO DE PARCELA PARA HUERTO URBANO EN POLÍGONO DE FUENCARRAL;208;FUENCARRAL-EL PARDO;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;2267,24;2267,24;0,00;0,00;2267,24;2267,24;2267,24;0,00;0,00;
;;001;097;17102;61000;2018/001276;2018/081276; HUERTO URBANO EN SANTA EUGENIA. AMPLIACIÓN;218;VILLA DE VALLECAS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;2267,24;2267,24;0,00;0,00;2267,24;2267,24;2267,24;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61000;2018/005253;2018/005253;"IFS-HUERTOS URBANOS EN VARIOS DISTRITOS DE LA CIUDAD DE MADRID (ID 17: 2573;4052;4353,5560)";998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;600000,00;600000,00;16138,14;0,00;583861,86;340639,45;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61000;2018/005993;2018/005993;IFS-ACONDICIONAMIENTO PARCELAS ZONAS VERDES IMPLANTACIÓN HUERTOS COMUNITARIOS (ID 17: 3619,5294);998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;379000,00;379000,00;826,20;0,00;378173,80;3999,05;0,00;0,00;0,00;
;;001;097;17102;61920;2017/007121;2017/007121; PARQUE SAN ISIDRO. REHABILITACIÓN (ID: 3837);211;CARABANCHEL;09;MEDIO AMBIENTE;00;PARQUES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;20700,00;0,00;20700,00;0,00;0,00;20700,00;20700,00;20700,00;0,00;20700,00;
;;001;097;17102;61920;2018/001027;2018/001027; PARQUE DE DIONISIO RIDRUEJO. REHABILITACIÓN Y ORDENACIÓN DE USOS;214;MORATALAZ;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;21538,00;0,00;21538,00;0,00;0,00;21538,00;21538,00;21538,00;0,00;21538,00;
;;001;097;17102;61920;2018/001028;2018/001028; PARQUE RONDA DEL SUR-SANTA CATALINA. ORDENACIÓN DE USOS;213;PUENTE DE VALLECAS;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;21235,00;21235,00;0,00;0,00;21235,00;21235,00;21235,00;0,00;21235,00;
;;001;097;17102;61920;2018/001030;2018/001030; PARQUE FORESTAL DE VICÁLVARO. MEJORA DE CAMINOS E INSTALACIÓN HIDRANTES;219;VICALVARO;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;21236,00;0,00;21236,00;0,50;0,00;21235,50;21235,50;21235,50;0,00;21235,50;
;;001;097;17102;61920;2018/001031;2018/001031; PARQUE ENTREVÍAS FORESTAL. MEJORA DE CAMINOS E INSTALACIÓN HIDRANTES;213;PUENTE DE VALLECAS;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;21169,00;0,00;21169,00;0,05;0,00;21168,95;21168,95;21168,95;0,00;21168,95;
;;001;097;17102;61920;2018/008081;2018/008081; PARQUE DEL CERRO DEL TÍO PÍO. REMODELACIÓN (ID: 67);213;PUENTE DE VALLECAS;09;MEDIO AMBIENTE;00;PARQUES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;21580,00;0,00;21580,00;0,00;0,00;21580,00;21580,00;21580,00;0,00;21580,00;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;097;17102;61920;2017/004152;2017/004152;IFS-PARQUE CASINO DE LA REINA. REMODELACIÓN;201;CENTRO;09;MEDIO AMBIENTE;00;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;1115499,14;1115499,14;306471,83;0,00;809027,31;809027,31;251699,62;0,00;9908,05;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;097;17102;61920;2017/007114;2017/007114;IFS-PARQUE C\JOAQUÍN MARÍA LÓPEZ CON ANDRÉS MELLADO Y GAZTAMBIDE. REMODELACIÓN (ID: 2239);207;CHAMBERI;09;MEDIO AMBIENTE;00;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;549999,98;549999,98;142980,30;0,00;407019,68;407019,68;45090,49;0,00;45090,49;
4;SC Y CE FINANC. CON RTG;001;097;17102;61920;2018/005209;2018/005209;IFS-REFORMA PARQUE ISABEL CLARA EUGENIA Y CREACIÓN ÁREA CANINA EN PARQUE ALFREDO KRAUS;216;HORTALEZA;09;MEDIO AMBIENTE;00;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;655000,00;655000,00;638060,00;0,00;16940,00;16940,00;16940,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61920;2018/005210;2018/005210;IFS-PARQUE MARTIN LUTHER KING. REHABILITACIÓN;203;RETIRO;09;MEDIO AMBIENTE;00;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;15730,00;15730,00;0,00;0,00;15730,00;15730,00;15730,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61920;2018/005214;2018/005214;IFS-PARQUE CUÑA VERDE DE LATINA. REHABILITACIÓN INTEGRAL;210;LATINA;09;MEDIO AMBIENTE;00;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;18120,00;18120,00;0,25;0,00;18119,75;18119,75;18119,75;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61920;2018/005216;2018/005216;IFS-PARQUE EL CRUCE. REMODELACIÓN;217;VILLAVERDE;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;14520,00;14520,00;0,00;0,00;14520,00;14520,00;14520,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61920;2018/005221;2018/005221;IFS-PARQUE DE LA VICALVARADA. REHABILITACIÓN Y ORDENACIÓN DE USOS;219;VICALVARO;09;MEDIO AMBIENTE;00;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;1640000,00;1640000,00;191760,00;0,00;1448240,00;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61920;2018/005978;2018/005978;IFS-PARQUE ENRIQUE TIERNO GALVÁN. RECUPERACIÓN (ID 17: 665);202;ARGANZUELA;09;MEDIO AMBIENTE;00;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;939000,00;939000,00;370,15;0,00;938629,85;661392,76;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61920;2018/005991;2018/005991;IFS-PARQUE DE PRADOLONGO. REGENERACIÓN;212;USERA;09;MEDIO AMBIENTE;00;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;938000,00;938000,00;55,00;0,00;937945,00;628659,07;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61920;2018/005992;2018/005992;IFS-PARQUE DE PLATA Y CASTAÑAR. REHABILITACIÓN;217;VILLAVERDE;09;MEDIO AMBIENTE;00;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;1433000,00;1433000,00;677,04;0,00;1432322,96;1002226,97;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61920;2018/008081;2018/008081;IFS-PARQUE DEL CERRO DEL TÍO PÍO. REMODELACIÓN (ID: 67);213;PUENTE DE VALLECAS;09;MEDIO AMBIENTE;00;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;1481580,00;1481580,00;172891,67;0,00;1308688,33;0,00;0,00;0,00;0,00;
;;001;097;17102;61921;2017/007186;2017/007186; (MÁS) ZONAS VERDES (PARQUES, JARDINES, ÁRBOLES, ETC.) EN DISTRITO CENTRO(ID: 3189);201;CENTRO;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;17594,00;0,00;17594,00;0,60;0,00;17593,40;17593,40;17593,40;0,00;17593,40;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005188;2018/005188;IFS-JARDINES ENRIQUE HERREROS. REMODELACIÓN;207;CHAMBERI;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;12705,00;12705,00;0,00;0,00;12705,00;12705,00;12705,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005191;2018/005191;IFS-DIVERSAS ZONAS AJARDINADAS ENSANCHE DE BARAJAS. REMODELACIÓN;221;BARAJAS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;18083,45;18083,45;0,00;0,00;18083,45;18083,45;18083,45;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005193;2018/005193;IFS-ZONAS VERDES C/ GUITARRA Y WITERICO DISTRITO CARABANCHEL. ACONDICIONAMIENTO;211;CARABANCHEL;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;16940,00;16940,00;0,00;0,00;16940,00;16940,00;16940,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005194;2018/005194;IFS-ZONA VERDE EN PLAZA DE NUEVA ORLEANS. REMODELACIÓN;215;CIUDAD LINEAL;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;973400,00;973400,00;955251,21;0,00;18148,79;18148,79;18148,79;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005195;2018/005195;IFS-ZONA VERDE EN AV. DOCTOR FEDERICO RUBIO Y GALI, 90. REHABILITACIÓN;209;MONCLOA-ARAVACA;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;14520,00;14520,00;0,00;0,00;14520,00;14520,00;14520,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005196;2018/005196;IFS-ZONAS VERDES VICÁLVARO. MEJORA INSTALACIONES, INFRAESTRUCTURAS Y EQUIPAMIENTO (ID 17: 2285);219;VICALVARO;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;18;PRESUPUESTOS PARTICIPATIVOS;0,00;18144,00;18144,00;0,05;0,00;18143,95;18143,95;18143,95;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005197;2018/005197;IFS-ZONA VERDE CAÑADA DEL SANTÍSIMO. REHABILITACIÓN Y ORDENACIÓN DE USOS;218;VILLA DE VALLECAS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;1490000,00;1490000,00;251932,50;0,00;1238067,50;746848,17;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005199;2018/005199;IFS-PARQUE DE LA ALCAZABA Y ZONA VERDE C/ ISLA DE ONS. REMODELACIÓN;208;FUENCARRAL-EL PARDO;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;52277,00;52277,00;3,00;0,00;52274,00;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005201;2018/005201;IFS-ZONA VERDE PZA. DE LA CONSTITUCIÓN. ACTUACIONES DE REMODELACIÓN;213;PUENTE DE VALLECAS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;47545,50;47545,50;658,74;0,00;46886,76;46886,76;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005979;2018/005979;IFS-MEJORA ZONAS VERDES Y CREACIÓN ÁREAS CANINAS EN LA CIUDAD DE MADRID (ID 17: 189,3305,4594;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;990000,00;990000,00;695,89;0,00;989304,11;667091,73;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005980;2018/005980;IFS-C/ CORAZÓN DE MARÍA CON AV.AMÉRICA, 47. ADECUACIÓN ZONAS VERDES DE OCIO (ID 17: 2962,3221);205;CHAMARTIN;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;538000,00;538000,00;43,61;0,00;537956,39;340600,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005981;2018/005981;IFS-PLAZA SOBRE APARCAMIENTO RESIDENTES C/ ANTONIO MACHADO. AJARDINAMIENTO (ID 17: 3941);209;MONCLOA-ARAVACA;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;480000,00;480000,00;796,59;0,00;479203,41;325580,67;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005982;2018/005982;IFS-MEJORA INFRAESTRUCTURAS ZONAS VERDES DISTRITOS VICÁLVARO Y MORATALAZ (ID 17: 2285,5152);998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;589000,00;589000,00;421,82;0,00;588578,18;393585,52;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005983;2018/005983;IFS-PLANTACIONES DE ARBOLADO DISTRITOS DE SAN BLAS-CANILLEJAS Y VICÁLVARO  (ID 17: 472,4019);998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;181000,00;181000,00;5837,35;0,00;175162,65;112715,14;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005984;2018/005984;IFS-MEJORA INFRAESTRUCTURAS ZONAS VERDES DISTRITO SAN BLAS-CANILLEJAS (ID 17: 1804,4147);220;SAN BLAS-CANILLEJAS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;500000,00;500000,00;632,46;0,00;499367,54;308894,05;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005985;2018/005985;IFS-MEJORA ZONAS VERDES USERA Y CREACIÓN ÁREAS CANINAS TETUÁN (ID 17: 4347,4618,4695,3804);998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;894000,00;894000,00;78,20;0,00;893921,80;594594,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005986;2018/005986;IFS-C/ JAZMÍN. MEJORAS ZONAS AJARDINADAS ENTORNO URBANO;215;CIUDAD LINEAL;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;268000,00;268000,00;7,83;0,00;267992,17;174663,16;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005987;2018/005987;IFS-BARRIO PUEBLO NUEVO. MEJORA ESCENA URBANA Y REHABILITACIÓN ZONAS VERDES;215;CIUDAD LINEAL;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;498000,00;498000,00;104,66;0,00;497895,34;337128,54;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005988;2018/005988;IFS-BARRIO LA ELIPA. REHABILITACIÓN ESCENA URBANA Y ZONAS VERDES;215;CIUDAD LINEAL;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;228000,00;228000,00;69,04;0,00;227930,96;156841,62;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005989;2018/005989;IFS-C/ PROVENCIO. ACTUACIÓN EN ZONA VERDE CON ZONA INFANTIL Y DE MAYORES;216;HORTALEZA;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;928000,00;928000,00;52,47;0,00;927947,53;613228,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17102;61921;2018/005990;2018/005990;IFS-AVENIDA ORCASUR. REMODELACIÓN ZONAS VERDES;212;USERA;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;218000,00;218000,00;8205,62;0,00;209794,38;145033,64;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17103;60913;2018/006077;2018/006077;IFS-ÁREAS DE JUEGOS INFANTILES MENORES DE 3 AÑOS, PARQUE BERLIN. INSTALACIÓN (ID: 1591);205;CHAMARTIN;08;MANTENIMIENTO URBANO;01;MOBILIARIO URBANO;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;107249,84;107249,84;32645,49;0,00;74604,35;74604,35;74604,35;0,00;74604,35;
4;SC Y CE FINANC. CON RTG;001;097;17103;60913;2018/006105;2018/006105;IFS-PARQUE DE OCIO INFANTIL ADAPTADO A EDUCACIÓN ESPECIAL CIUDAD LINEAL (ID: 4757);215;CIUDAD LINEAL;08;MANTENIMIENTO URBANO;01;MOBILIARIO URBANO;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;76853,86;76853,86;14085,09;0,00;62768,77;62768,77;62768,77;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17103;60913;2018/006762;2018/006762;IFS-ÁREAS INFANTILES DE LA CIUDAD DE MADRID. VALLADO Y CARTELES DE SEÑALIZACIÓN;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;01;MOBILIARIO URBANO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;2000000,00;2000000,00;4939,90;0,00;1995060,10;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17103;60913;2018/008094;2018/008094;IFS-NUEVAS ÁREAS INFANTILES EN EL ENSANCHE DE VALLECAS. INSTALACIÓN (ID: 1535);218;VILLA DE VALLECAS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;850000,00;850000,00;415,20;0,00;849584,80;0,00;0,00;0,00;0,00;
;;001;097;17103;61913;2018/006773;2018/006773;IFS-ÁREA INFANTIL EN EL PARQUE DE VILLAROSA. RENOVACIÓN;216;HORTALEZA;08;MANTENIMIENTO URBANO;01;MOBILIARIO URBANO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;90000,00;90000,00;19,12;0,00;89980,88;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;097;17103;61913;2018/006071;2018/006071;IFS-RENOVACIÓN MOBILIARIO DE AREAS INFANTILES;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;01;MOBILIARIO URBANO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;1261296,83;1261296,83;253288,22;0,00;1008008,61;1008008,61;1008008,61;0,00;484225,94;
4;SC Y CE FINANC. CON RTG;001;097;17103;61913;2018/006072;2018/006072;IFS-MOBILIARIO DE ÁREAS INFANTILES DISTRITO DE HORTALEZA;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;01;MOBILIARIO URBANO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;233086,06;233086,06;0,00;0,00;233086,06;233086,06;233086,06;0,00;233086,06;
4;SC Y CE FINANC. CON RTG;001;097;17103;61913;2018/006076;2018/006076;IFS-PARQUE INFANTIL INCLUSIVO JUNTO AL COLEGIO PÚBLICO FONTARRÓN (ID: 4956);214;MORATALAZ;08;MANTENIMIENTO URBANO;01;MOBILIARIO URBANO;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;199090,00;199090,00;42786,31;0,00;156303,69;156303,69;156303,69;0,00;156303,69;
4;SC Y CE FINANC. CON RTG;001;097;17103;61913;2018/006078;2018/006078;IFS-JUEGOS INFANTILES EN PARQUES DE LOS DISTRITOS DE VILLAVERDE Y BARAJAS (ID: 4228, 4580);998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;01;MOBILIARIO URBANO;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;106464,13;106464,13;0,00;0,00;106464,13;106464,13;106464,12;0,00;106464,12;
4;SC Y CE FINANC. CON RTG;001;097;17103;61913;2018/006106;2018/006106;IFS-JUEGOS INFANTILES EN LOS DISTRITOS DE RETIRO Y CHAMARTÍN (ID 17: 2287 y 343);998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;01;MOBILIARIO URBANO;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;94378,31;94378,31;0,00;0,00;94378,31;94378,31;94378,31;0,00;94378,31;
4;SC Y CE FINANC. CON RTG;001;097;17103;61913;2018/006761;2018/006761;IFS-MOBILIARIO URBANO DE LA CIUDAD DE MADRID. ADAPTACIÓN A NORMATIVA DE ACCESIBILIDAD;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;01;MOBILIARIO URBANO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;2000000,00;2000000,00;934,80;0,00;1999065,20;0,00;0,00;0,00;0,00;
